Output,Basic,1000000000,1
Output,Basic,1000000000,2
Output,Basic,1000000000,3
Output,Basic,1000000000,4
Output,Basic,1000000000,5
Output,Basic,1000000000,6
Output,Basic,1000000000,7
Output,Basic,1000000000,8
Output,Basic,1000000000,9
Output,Basic,1000000000,10
Output,Basic,1000000000,11
Output,Basic,1000000000,12
Output,Basic,1000000000,13
Output,Basic,1000000000,14
Output,Basic,1000000000,15
Output,Basic,1000000000,16
Output,Basic,1000000000,17
Output,Basic,1000000000,18
Output,Basic,1000000000,19
Output,Basic,1000000000,20
Output,Basic,1000000000,21
Output,Basic,1000000000,22
Output,Basic,1000000000,23
Output,Basic,1000000000,24
Output,Basic,1000000000,25
Output,Basic,1000000000,26
Output,Basic,1000000000,27
Output,Basic,1000000000,28
Output,Basic,1000000000,29
Output,Basic,1000000000,30